mitre_id,name,description,aliases,techniques
S9018,HeartCrypt,"[HeartCrypt](https://attack.mitre.org/software/S9018) is a packer-as-a-service (PaaS) used to protect malware that has been available since at least 2024. [HeartCrypt](https://attack.mitre.org/software/S9018) has been used to pack a variety of malware including [Lumma Stealer](https://attack.mitre.org/software/S1213), [Remcos](https://attack.mitre.org/software/S0332), and Rhadamanthys. In the [HeartCrypt](https://attack.mitre.org/software/S9018) PaaS model, customers submit malware via private m",HeartCrypt,T1027.001|T1027.002|T1027.013|T1036.008|T1055.004|T1055.012|T1059.003|T1106|T1140|T1497.001|T1547.001
S0386,Ursnif,"[Ursnif](https://attack.mitre.org/software/S0386) is a banking trojan and variant of the Gozi malware observed being spread through various automated exploit kits, [Spearphishing Attachment](https://attack.mitre.org/techniques/T1566/001)s, and malicious links.(Citation: NJCCIC Ursnif Sept 2016)(Citation: ProofPoint Ursnif Aug 2016) [Ursnif](https://attack.mitre.org/software/S0386) is associated primarily with data theft, but variants also include components (backdoors, spyware, file injectors, e",Ursnif|Gozi-ISFB|PE_URSNIF|Dreambot,T1005|T1007|T1012|T1027.010|T1027.013|T1036.005|T1041|T1047|T1055.005|T1055.012|T1056.004|T1057|T1059.001|T1059.005|T1070.004|T1071.001|T1074.001|T1080|T1082|T1090|T1090.003|T1091|T1105|T1106|T1112|T1113|T1132|T1140|T1185|T1497.003|T1543.003|T1547.001|T1559.001|T1564.003|T1568.002
S1224,CASTLETAP,[CASTLETAP](https://attack.mitre.org/software/S1224) is an ICMP port knocking backdoor that has been installed on compromised FortiGate firewalls by [UNC3886](https://attack.mitre.org/groups/G1048).(Citation: Mandiant Fortinet Zero Day),CASTLETAP,T1005|T1040|T1059.004|T1105|T1140|T1205.002|T1573.001|T1573.002
S0665,ThreatNeedle,"[ThreatNeedle](https://attack.mitre.org/software/S0665) is a backdoor that has been used by [Lazarus Group](https://attack.mitre.org/groups/G0032) since at least 2019 to target cryptocurrency, defense, and mobile gaming organizations.  It is considered to be an advanced cluster of [Lazarus Group](https://attack.mitre.org/groups/G0032)'s Manuscrypt (a.k.a. NukeSped) malware family.(Citation: Kaspersky ThreatNeedle Feb 2021)",ThreatNeedle,T1005|T1027.011|T1027.013|T1027.015|T1036.005|T1082|T1083|T1105|T1112|T1140|T1204.002|T1543.003|T1547.001|T1566.001
S1212,RansomHub,"[RansomHub](https://attack.mitre.org/software/S1212) is a ransomware-as-a-service (RaaS) offering with Windows, ESXi, Linux, and FreeBSD versions that has been in use since at least 2024 to target organizations in multiple sectors globally. [RansomHub](https://attack.mitre.org/software/S1212) operators may have purchased and rebranded resources from Knight  (formerly Cyclops) Ransomware which shares infrastructure, feature, and code overlaps with [RansomHub](https://attack.mitre.org/software/S12",RansomHub,T1018|T1021.002|T1027.013|T1057|T1059.001|T1059.003|T1070.004|T1082|T1083|T1090|T1135|T1140|T1480|T1486|T1489|T1490|T1491.001|T1497.003|T1547.001|T1685.005|T1688
S0086,ZLib,[ZLib](https://attack.mitre.org/software/S0086) is a full-featured backdoor that was used as a second-stage implant during [Operation Dust Storm](https://attack.mitre.org/campaigns/C0016) since at least 2014. [ZLib](https://attack.mitre.org/software/S0086) is malware and should not be confused with the legitimate compression library from which its name is derived.(Citation: Cylance Dust Storm),ZLib,T1007|T1036.005|T1041|T1059.003|T1071.001|T1082|T1083|T1105|T1113|T1543.003|T1560.002
S0153,RedLeaves,[RedLeaves](https://attack.mitre.org/software/S0153) is a malware family used by [menuPass](https://attack.mitre.org/groups/G0045). The code overlaps with [PlugX](https://attack.mitre.org/software/S0013) and may be based upon the open source tool Trochilus. (Citation: PWC Cloud Hopper Technical Annex April 2017) (Citation: FireEye APT10 April 2017),RedLeaves|BUGJUICE,T1016|T1027.013|T1033|T1049|T1059.003|T1070.004|T1071.001|T1082|T1083|T1105|T1113|T1547.001|T1547.009|T1555.003|T1571|T1573.001|T1574.001
S0133,Miner-C,[Miner-C](https://attack.mitre.org/software/S0133) is malware that mines victims for the Monero cryptocurrency. It has targeted FTP servers and Network Attached Storage (NAS) devices to spread. (Citation: Softpedia MinerC),Miner-C,T1080
S0145,POWERSOURCE,[POWERSOURCE](https://attack.mitre.org/software/S0145) is a PowerShell backdoor that is a heavily obfuscated and modified version of the publicly available tool DNS_TXT_Pwnage. It was observed in February 2017 in spearphishing campaigns against personnel involved with United States Securities and Exchange Commission (SEC) filings at various organizations. The malware was delivered when macros were enabled by the victim and a VBS script was dropped. (Citation: FireEye FIN7 March 2017) (Citation: ,POWERSOURCE|DNSMessenger,T1012|T1059.001|T1071.004|T1105|T1547.001|T1564.004
S9034,Tsundere Botnet,"[Tsundere Botnet](https://attack.mitre.org/software/S9034) is a botnet first reported in mid-2025 that is delivered via MSI installer or a PowerShell script. It leverages Node.js and JavaScript for payload delivery and execution, and uses smart contracts on the blockchain to host command and control (C2) addresses. [Tsundere Botnet](https://attack.mitre.org/software/S9034) is attributed to a likely Russian-speaking threat actor.

A variant named DinDoor has been linked to [MuddyWater](https://at",Tsundere Botnet|DinDoor,T1027.010|T1027.013|T1036.005|T1059.001|T1059.007|T1071.001|T1082|T1102.001|T1105|T1140|T1195.001|T1218.007|T1480|T1547.001|T1564.003|T1567.002|T1614
S1121,LITTLELAMB.WOOLTEA,[LITTLELAMB.WOOLTEA](https://attack.mitre.org/software/S1121) is a backdoor that was used by UNC5325 during [Cutting Edge](https://attack.mitre.org/campaigns/C0029) to deploy malware on targeted Ivanti Connect Secure VPNs and to establish persistence across system upgrades and patches.(Citation: Mandiant Cutting Edge Part 3 February 2024),LITTLELAMB.WOOLTEA,T1082|T1083|T1090|T1095|T1543|T1554|T1573.002
S0171,Felismus,[Felismus](https://attack.mitre.org/software/S0171) is a modular backdoor that has been used by [Sowbug](https://attack.mitre.org/groups/G0054). (Citation: Symantec Sowbug Nov 2017) (Citation: Forcepoint Felismus Mar 2017),Felismus,T1016|T1033|T1036.005|T1059.003|T1071.001|T1082|T1105|T1132.001|T1518.001|T1573.001
S0330,Zeus Panda,"[Zeus Panda](https://attack.mitre.org/software/S0330) is a Trojan designed to steal banking information and other sensitive credentials for exfiltration. [Zeus Panda](https://attack.mitre.org/software/S0330)’s original source code was leaked in 2011, allowing threat actors to use its source code as a basis for new malware variants. It is mainly used to target Windows operating systems ranging from Windows XP through Windows 10.(Citation: Talos Zeus Panda Nov 2017)(Citation: GDATA Zeus Panda June",Zeus Panda,T1012|T1027.010|T1027.013|T1055.002|T1056.001|T1056.004|T1057|T1059|T1059.001|T1059.003|T1070.004|T1071.001|T1082|T1083|T1105|T1112|T1113|T1115|T1124|T1140|T1518.001|T1547.001|T1614.001
S0049,GeminiDuke,[GeminiDuke](https://attack.mitre.org/software/S0049) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2009 to 2012. (Citation: F-Secure The Dukes),GeminiDuke,T1007|T1016|T1057|T1071.001|T1083|T1087.001
S1229,Havoc,"[Havoc](https://attack.mitre.org/software/S1229) is an open-source post-exploitation command and control (C2) framework first released on GitHub in October 2022 by C5pider (Paul Ungur), who continues to maintain and develop it with community contributors. [Havoc](https://attack.mitre.org/software/S1229) provides a wide range of offensive security capabilities and has been adopted by multiple threat actors to establish and maintain control over compromised systems.",Havoc,T1005|T1016|T1016.001|T1018|T1027.010|T1033|T1055.001|T1055.002|T1057|T1059.001|T1059.003|T1071.001|T1071.002|T1082|T1083|T1087|T1090|T1105|T1106|T1113|T1134.001|T1204.002|T1204.004|T1497.003|T1559|T1566.002|T1570|T1573.001|T1574.001
S0462,CARROTBAT,[CARROTBAT](https://attack.mitre.org/software/S0462) is a customized dropper that has been in use since at least 2017. [CARROTBAT](https://attack.mitre.org/software/S0462) has been used to install [SYSCON](https://attack.mitre.org/software/S0464) and has infrastructure overlap with [KONNI](https://attack.mitre.org/software/S0356).(Citation: Unit 42 CARROTBAT November 2018)(Citation: Unit 42 CARROTBAT January 2020),CARROTBAT,T1027.010|T1027.013|T1059.003|T1070.004|T1082|T1105
S0167,Matryoshka,"[Matryoshka](https://attack.mitre.org/software/S0167) is a malware framework used by [CopyKittens](https://attack.mitre.org/groups/G0052) that consists of a dropper, loader, and RAT. It has multiple versions; v1 was seen in the wild from July 2016 until January 2017. v2 has fewer commands and other minor differences. (Citation: ClearSky Wilted Tulip July 2017) (Citation: CopyKittens Nov 2015)",Matryoshka,T1027|T1053.005|T1055.001|T1056.001|T1059|T1071.004|T1113|T1218.011|T1547.001|T1555
S0503,FrameworkPOS,[FrameworkPOS](https://attack.mitre.org/software/S0503) is a point of sale (POS) malware used by [FIN6](https://attack.mitre.org/groups/G0037) to steal payment card data from sytems that run physical POS devices.(Citation: SentinelOne FrameworkPOS September 2019),FrameworkPOS|Trinity,T1005|T1048|T1057|T1074.001|T1560.003
S0237,GravityRAT,"[GravityRAT](https://attack.mitre.org/software/S0237) is a remote access tool (RAT) and has been in ongoing development since 2016. The actor behind the tool remains unknown, but two usernames have been recovered that link to the author, which are ""TheMartian"" and ""The Invincible."" According to the National Computer Emergency Response Team (CERT) of India, the malware has been identified in attacks against organization and entities in India. (Citation: Talos GravityRAT)",GravityRAT,T1005|T1007|T1016|T1025|T1027.005|T1027.013|T1033|T1047|T1049|T1053.005|T1057|T1059.003|T1071.001|T1082|T1083|T1124|T1497.001|T1559.002|T1571
S0109,WEBC2,"[WEBC2](https://attack.mitre.org/software/S0109) is a family of backdoor malware used by [APT1](https://attack.mitre.org/groups/G0006) as early as July 2006. [WEBC2](https://attack.mitre.org/software/S0109) backdoors are designed to retrieve a webpage, with commands hidden in HTML comments or special tags, from a predetermined C2 server. (Citation: Mandiant APT1 Appendix)(Citation: Mandiant APT1)",WEBC2,T1059.003|T1105|T1574.001
S1058,Prestige,"[Prestige](https://attack.mitre.org/software/S1058) ransomware has been used by [Sandworm Team](https://attack.mitre.org/groups/G0034) since at least March 2022, including against transportation and related logistics industries in Ukraine and Poland in October 2022.(Citation: Microsoft Prestige ransomware October 2022)",Prestige,T1053.005|T1059.001|T1083|T1106|T1112|T1484.001|T1486|T1489|T1490
S1245,InvisibleFerret,"[InvisibleFerret](https://attack.mitre.org/software/S1245) is a modular python malware that is leveraged for data exfiltration and remote access capabilities.(Citation: ESET Contagious Interview BeaverTail InvisibleFerret February 2025)(Citation: Zscaler ContagiousInterview BeaverTail InvisibleFerret November 2024)(Citation: PaloAlto ContagiousInterview BeaverTail InvisibleFerret November 2023)   [InvisibleFerret](https://attack.mitre.org/software/S1245) consists of four modules: main, payload, ",InvisibleFerret,T1005|T1016|T1027.013|T1033|T1041|T1048.003|T1056|T1056.001|T1057|T1059.001|T1059.006|T1071.001|T1074.001|T1082|T1083|T1087.001|T1095|T1105|T1115|T1140|T1219|T1489|T1518|T1543.001|T1547.001|T1547.013|T1555.003|T1555.005|T1560.001|T1564.003|T1567|T1571|T1614|T1657|T1679
S0239,Bankshot,"[Bankshot](https://attack.mitre.org/software/S0239) is a remote access tool (RAT) that was first reported by the Department of Homeland Security in December of 2017. In 2018, [Lazarus Group](https://attack.mitre.org/groups/G0032) used the [Bankshot](https://attack.mitre.org/software/S0239) implant in attacks against the Turkish financial sector. (Citation: McAfee Bankshot)",Bankshot|Trojan Manuscript,T1001.003|T1005|T1012|T1041|T1057|T1059.003|T1070|T1070.004|T1070.006|T1071.001|T1082|T1083|T1087.001|T1087.002|T1105|T1106|T1112|T1119|T1132.002|T1134.002|T1140|T1203|T1543.003|T1571|T1680
S1089,SharpDisco,[SharpDisco](https://attack.mitre.org/software/S1089) is a dropper developed in C# that has been used by [MoustachedBouncer](https://attack.mitre.org/groups/G1019) since at least 2020 to load malicious plugins.(Citation: MoustachedBouncer ESET August 2023),SharpDisco,T1005|T1041|T1053.005|T1059.003|T1071.002|T1083|T1105|T1106|T1120|T1564.003|T1680
S0491,StrongPity,[StrongPity](https://attack.mitre.org/software/S0491) is an information stealing malware used by [PROMETHIUM](https://attack.mitre.org/groups/G0056).(Citation: Bitdefender StrongPity June 2020)(Citation: Talos Promethium June 2020),StrongPity,T1016|T1020|T1027.013|T1036.004|T1036.005|T1041|T1057|T1059.001|T1070.004|T1071.001|T1083|T1090.003|T1105|T1119|T1204.002|T1518.001|T1543.003|T1547.001|T1553.002|T1560.003|T1564.003|T1569.002|T1571|T1573.002|T1680|T1685
S0214,HAPPYWORK,[HAPPYWORK](https://attack.mitre.org/software/S0214) is a downloader used by [APT37](https://attack.mitre.org/groups/G0067) to target South Korean government and financial victims in November 2016. (Citation: FireEye APT37 Feb 2018),HAPPYWORK,T1033|T1082|T1105
S0653,xCaon,"[xCaon](https://attack.mitre.org/software/S0653) is an HTTP variant of the [BoxCaon](https://attack.mitre.org/software/S0651) malware family that has used by [IndigoZebra](https://attack.mitre.org/groups/G0136) since at least 2014. [xCaon](https://attack.mitre.org/software/S0653) has been used to target political entities in Central Asia, including Kyrgyzstan and Uzbekistan.(Citation: Checkpoint IndigoZebra July 2021)(Citation: Securelist APT Trends Q2 2017)",xCaon,T1005|T1016|T1059.003|T1071.001|T1105|T1106|T1132.001|T1140|T1518.001|T1547|T1573.001
S0254,PLAINTEE,[PLAINTEE](https://attack.mitre.org/software/S0254) is a malware sample that has been used by [Rancor](https://attack.mitre.org/groups/G0075) in targeted attacks in Singapore and Cambodia. (Citation: Rancor Unit42 June 2018),PLAINTEE,T1016|T1057|T1059.003|T1082|T1105|T1112|T1547.001|T1548.002|T1573.001
S0453,Pony,"[Pony](https://attack.mitre.org/software/S0453) is a credential stealing malware, though has also been used among adversaries for its downloader capabilities. The source code for Pony Loader 1.0 and 2.0 were leaked online, leading to their use by various threat actors.(Citation: Malwarebytes Pony April 2016)",Pony,T1027.015|T1027.016|T1036|T1059.003|T1070.004|T1071.001|T1082|T1087.001|T1105|T1106|T1110.001|T1204.001|T1204.002|T1497.003|T1566.001|T1566.002
S0059,WinMM,"[WinMM](https://attack.mitre.org/software/S0059) is a full-featured, simple backdoor used by [Naikon](https://attack.mitre.org/groups/G0019). (Citation: Baumgartner Naikon 2015)",WinMM,T1008|T1033|T1057|T1071.001|T1082|T1083
S0630,Nebulae,[Nebulae](https://attack.mitre.org/software/S0630) Is a backdoor that has been used by [Naikon](https://attack.mitre.org/groups/G0019)  since at least 2020.(Citation: Bitdefender Naikon April 2021),Nebulae,T1005|T1036.004|T1036.005|T1057|T1059.003|T1070.004|T1083|T1095|T1105|T1106|T1543.003|T1547.001|T1573.001|T1574.001|T1680
S0163,Janicab,[Janicab](https://attack.mitre.org/software/S0163) is an OS X trojan that relied on a valid developer ID and oblivious users to install it. (Citation: Janicab),Janicab,T1053.003|T1113|T1123|T1553.002
S0347,AuditCred,[AuditCred](https://attack.mitre.org/software/S0347) is a malicious DLL that has been used by [Lazarus Group](https://attack.mitre.org/groups/G0032) during their 2018 attacks.(Citation: TrendMicro Lazarus Nov 2018),AuditCred|Roptimizer,T1027.013|T1055|T1059.003|T1070.004|T1083|T1090|T1105|T1140|T1543.003
